new index,기존 index,시장명,소재지지번주소,위도,경도,법정동코드,행정동코드,시도명,시군구명,읍면동명,5일장,복합장,상설장,점포수,공중화장실보유여부,주차장보유여부,운영기간,대형마트,주차장,지하철역,학교,편의점,"주유소,충전소",문화시설,관광명소,음식점,카페,공시지가,행정동 인구,행정동 인구 0 - 4세,행정동 인구 5 - 9세,행정동 인구 10 - 14세,행정동 인구 15 - 19세,행정동 인구 20 - 24세,행정동 인구 25 - 29세,행정동 인구 30 - 34세,행정동 인구 35 - 39세,행정동 인구 40 - 44세,행정동 인구 45 - 49세,행정동 인구 50 - 54세,행정동 인구 55 - 59세,행정동 인구 60 - 64세,행정동 인구 65 - 69세,행정동 인구 70 - 74세,행정동 인구 75 - 79세,행정동 인구 80 - 84세,행정동 인구 85 - 89세,행정동 인구 90 - 94세,행정동 인구 95 - 99세,행정동 인구 100+,행정시구 인구,행정시구 인구 0 - 4세,행정시구 인구 5 - 9세,행정시구 인구 10 - 14세,행정시구 인구 15 - 19세,행정시구 인구 20 - 24세,행정시구 인구 25 - 29세,행정시구 인구 30 - 34세,행정시구 인구 35 - 39세,행정시구 인구 40 - 44세,행정시구 인구 45 - 49세,행정시구 인구 50 - 54세,행정시구 인구 55 - 59세,행정시구 인구 60 - 64세,행정시구 인구 65 - 69세,행정시구 인구 70 - 74세,행정시구 인구 75 - 79세,행정시구 인구 80 - 84세,행정시구 인구 85 - 89세,행정시구 인구 90 - 94세,행정시구 인구 95 - 99세,행정시구 인구 100+,시도별 소득월액,농산물이 주요품목
956,1072,송남시장,부산광역시 서구 암남동346-2,35.07851,129.0168,2614012400,2614068000,부산광역시,서구,암남동,0,0,1,50,0,0,43,0,32,0,7,21,4,2,7,237,52,1174387,13604,228,428,450,516,893,886,593,702,836,887,1095,1335,1488,1127,863,622,395,174,56,16,14,108135,2315,3307,3386,3901,6648,6893,5193,6013,6720,7987,8673,9329,10424,8690,6945,5424,3722,1704,578,160,123,1290550,1
1473,2053,연일시장,부산광역시 연제구 연산동636-28,35.18557,129.0849,2647010200,2647068000,부산광역시,연제구,연산제4동,0,0,1,50,1,0,43,2,97,3,6,77,5,3,1,1353,165,2009246,16808,303,413,413,494,1036,1354,1046,1004,1101,1178,1308,1526,1741,1431,1010,731,466,173,64,12,4,209157,6448,8299,7927,8540,12261,13870,12555,14639,15371,16536,17140,17001,18055,14454,10591,7606,4823,2108,687,156,90,1326536,0
1796,2661,와수전통시장,강원도 철원군 서면 와수리 1171-21,38.23947,127.4394,4278031022,4278031000,강원도,철원군,서면,1,0,0,54,1,1,43,1,11,0,5,6,2,0,1,114,13,151939,2001,94,72,47,49,154,275,128,111,100,90,114,129,158,114,115,112,85,29,16,4,5,44699,1651,1714,1783,2012,2806,3040,2281,2406,2588,3099,3404,3823,3921,2805,2334,2382,1621,623,298,63,45,1321545,0
1018,1151,사기막골도자기시장,경기도 이천시 사음동 509,37.29431,127.4124,4150011100,4150053000,경기도,이천시,관고동,0,0,1,54,1,1,43,0,2,0,0,8,3,0,21,49,13,260283,10279,270,300,346,442,683,837,703,650,641,835,990,975,938,617,405,309,213,81,33,8,3,218388,7949,10874,10880,11351,13604,16501,14274,16252,16967,17723,18039,17207,15633,10314,7223,5842,4401,2341,741,209,63,1399989,0
1471,2049,거성시장,부산광역시 연제구 거제동 987-10,35.19001,129.0682,2647010100,2647062000,부산광역시,연제구,거제제2동,0,0,1,54,1,0,43,1,73,5,10,45,3,10,4,699,104,1902421,12587,360,737,790,761,725,605,529,758,1072,1293,1030,937,942,721,541,380,249,111,34,3,9,209157,6448,8299,7927,8540,12261,13870,12555,14639,15371,16536,17140,17001,18055,14454,10591,7606,4823,2108,687,156,90,1326536,0
1184,1435,모슬포중앙시장,제주특별자치도 서귀포시 대정읍 하모리 822-1,33.22212,126.2547,5013025022,5013025000,제주특별자치도,서귀포시,대정읍,0,0,1,54,1,1,43,0,17,0,3,17,4,1,0,261,48,401711,21761,599,1255,1306,1187,972,858,762,1290,1755,2189,1891,1714,1565,1189,957,906,707,458,138,44,19,182169,5919,8654,8974,8413,9731,9419,8185,11684,13491,15973,16218,15430,14644,10239,8515,6986,5187,3128,954,327,98,1293362,1
98,98,세흥시장,부산 수영구 남천동 26-5,35.15026,129.1122,2650010400,2650066000,부산광역시,수영구,남천제1동,0,0,1,55,1,0,43,0,58,3,7,53,4,17,9,793,251,2454523.71,14043,286,438,503,688,866,974,804,854,885,1158,1230,1203,1225,897,761,536,431,199,86,14,5,176894,4628,5700,5429,6423,10251,14098,11670,12207,12236,13251,13773,13945,15673,12872,10035,7010,4616,2141,738,137,61,1298597,0
980,1100,의정부시장,경기도 의정부시 의정부동 148-5외,37.73941,127.0512,4115010100,4115051000,경기도,의정부시,의정부1동,0,0,1,58,0,0,43,1,56,4,8,122,3,7,6,1572,296,2616089,31550,493,619,669,923,2438,3865,2496,2219,2003,2359,2705,2812,2674,1756,1289,988,689,346,111,34,62,461710,14656,19797,20101,22438,31098,33473,27286,32861,34272,40522,41440,38947,34450,22834,17359,13954,9583,4519,1542,345,233,1306241,1
1033,1172,직지시장,충청북도 청주시 흥덕구 봉명동 472-6,36.64658,127.4663,4311311500,4311375600,충청북도,청주시 흥덕구,봉명2.송정동,0,0,1,60,1,1,43,1,45,0,5,55,14,12,1,719,112,690041,24344,798,970,1124,1213,1704,2559,2066,1888,1871,2038,2101,1945,1578,947,595,429,311,133,61,11,2,265866,10833,13373,13060,13466,18199,22923,19738,21511,20866,22307,22821,20263,16932,10717,6882,5289,3770,2059,660,163,34,1332278,1
1132,1358,펭귄시장,서울특별시 관악구 신림동 541- 6,37.48315,126.9114,1162010200,1162072500,서울특별시,관악구,조원동,0,0,1,61,0,0,43,1,71,2,18,87,6,7,4,1013,144,4786825,17558,311,355,395,467,1287,2804,1911,1368,1140,1119,1154,1244,1258,937,725,532,331,149,50,13,8,495060,9898,12474,12731,15869,39220,69915,48899,37882,33151,35333,34474,33578,33206,26037,21172,16004,9292,3849,1402,351,323,1314745,1
536,584,무등시장,광주광역시 남구 주월동 974-107,35.13614,126.8945,2915510600,2915570000,광주광역시,남구,주월2동,0,0,1,62,1,1,43,0,43,0,8,31,12,1,3,444,80,909255,8368,201,303,261,334,586,546,411,521,522,605,694,764,778,613,517,365,213,90,30,9,5,214579,6588,10695,11219,11557,14444,13537,10735,14780,16495,17572,16949,16060,16233,11839,10001,7425,4822,2412,908,212,96,1260598,1
988,1115,종합새시장,부산광역시 부산진구 개금동 614-1,35.14853,129.0173,2623011100,2623074000,부산광역시,부산진구,개금제1동,0,0,1,70,1,0,43,2,35,2,14,61,6,3,0,736,95,1717365,17190,575,693,469,541,1404,1870,1442,1344,1243,1193,1312,1249,1217,911,708,495,333,136,42,11,2,359886,9349,11969,11722,13283,23393,29388,23443,24551,24430,27268,28695,29941,31558,24456,18126,13639,8928,3991,1236,288,232,1319027,0
1857,2777,조원동 펭귄시장,서울특별시 관악구 조원동 541-6,37.4839,126.9107,1162010200,1162072500,서울특별시,관악구,조원동,0,0,1,70,0,0,43,2,74,2,15,91,7,7,4,1083,148,4786824.76,17558,311,355,395,467,1287,2804,1911,1368,1140,1119,1154,1244,1258,937,725,532,331,149,50,13,8,495060,9898,12474,12731,15869,39220,69915,48899,37882,33151,35333,34474,33578,33206,26037,21172,16004,9292,3849,1402,351,323,1314745,1
990,1117,부전인삼시장,부산광역시 부산진구 부전동 573-3,35.16323,129.0609,2623010300,2623051000,부산광역시,부산진구,부전제1동,0,0,1,76,1,0,43,4,116,4,8,96,2,16,17,2319,542,7487876,15533,360,270,212,339,1237,2060,1339,1068,826,970,1248,1264,1368,1055,751,553,376,154,51,16,16,359886,9349,11969,11722,13283,23393,29388,23443,24551,24430,27268,28695,29941,31558,24456,18126,13639,8928,3991,1236,288,232,1319027,0
904,1017,창동신창시장,서울특별시 도봉구 창동 578-47,37.63943,127.0374,1132010700,1132051200,서울특별시,도봉구,창제2동,0,0,1,76,0,0,43,2,48,0,6,67,9,3,5,905,142,3532361,29643,849,969,1025,1259,1910,2229,1917,2227,2123,2465,2650,2530,2428,1719,1294,1013,629,295,89,20,3,325257,7915,10860,11703,13924,20408,23004,19259,21734,21965,26570,28731,28289,28886,20854,15522,12184,7862,3741,1354,317,175,1342237,1
1168,1414,용남시장,전라북도 남원시 하정동 138,35.40771,127.3771,4519010200,4519052000,전라북도,남원시,죽항동,0,0,1,87,1,1,43,3,41,0,5,22,5,8,3,308,67,610850,3379,90,89,110,130,190,176,135,143,173,285,287,255,312,268,279,204,133,82,28,9,1,80662,2164,2847,3386,3945,4223,3346,2812,3605,4552,6195,6847,6857,7189,5756,5328,4499,3846,2275,765,184,41,1177847,1
1710,2514,산호시장,경상남도 창원시 마산합포구 산호동 28-8,35.21833,128.5817,4812511800,4812565000,경상남도,창원시 마산합포구,산호동,0,0,1,92,1,1,43,4,48,0,10,32,5,7,5,588,64,908858,12670,300,462,458,503,670,768,713,826,893,979,1088,1078,1256,973,712,515,278,131,55,7,5,175716,5079,7560,6827,6937,9660,9262,8536,11949,12535,13116,14426,15100,16831,13197,9675,6894,4692,2365,832,174,69,1288860,0
1319,1734,신림중앙시장,서울특별시 관악구 조원동 541,37.48315,126.9114,1162010200,1162072500,서울특별시,관악구,조원동,0,0,1,101,1,1,43,1,71,2,18,87,6,7,4,1013,144,4786825,17558,311,355,395,467,1287,2804,1911,1368,1140,1119,1154,1244,1258,937,725,532,331,149,50,13,8,495060,9898,12474,12731,15869,39220,69915,48899,37882,33151,35333,34474,33578,33206,26037,21172,16004,9292,3849,1402,351,323,1314745,0
846,939,증산종합시장,서울특별시 은평구 증산동 184-9,37.58147,126.9051,1138011000,1138064000,서울특별시,은평구,증산동,0,0,1,101,1,0,43,3,24,5,8,47,5,3,1,600,115,3514308,15355,353,390,559,643,927,1184,1007,1020,996,1254,1264,1319,1342,1082,773,640,357,159,59,17,10,479835,12839,16865,18077,20599,29682,37376,32478,36024,35746,40882,39783,37491,36983,27455,22013,17108,11055,4842,1658,454,425,1358067,1
380,400,남해전통시장,경상남도 남해군 남해읍 북변리 282-11,34.84015,127.8945,4884025021,4884025000,경상남도,남해군,남해읍,0,1,0,105,1,1,43,3,38,0,5,20,2,3,5,256,43,677482,13222,341,523,609,806,954,612,490,652,802,1146,1057,1161,1106,849,653,567,487,279,102,25,1,42958,606,985,1298,1639,1952,1362,1079,1388,1827,2769,3274,4071,4450,3864,3532,3141,2974,1901,669,161,16,1198237,1
1235,1598,감만시장,부산광역시 남구 감만동 171-9,35.11625,129.0823,2629011100,2629062000,부산광역시,남구,감만제1동,0,0,1,107,0,0,43,2,44,0,6,12,6,2,1,159,14,1041938,13850,291,419,460,531,741,816,676,721,862,1142,1138,1208,1441,1181,903,670,412,172,34,17,15,267731,7042,11010,11107,11928,18159,17080,13333,16853,19610,22283,22019,20780,22629,18289,14164,10719,6604,2863,926,196,137,1306435,1
1497,2079,하단오일상설시장,부산광역시 사하구 하단1동 620-8,35.10372,128.9708,2638010300,2638056100,부산광역시,사하구,하단제1동,0,1,0,109,1,1,43,4,84,2,11,56,3,2,1,828,106,2296402,21792,483,767,773,924,1666,1978,1420,1451,1369,1623,1771,1887,1984,1363,1019,614,441,176,57,16,10,311757,8191,11778,11883,13502,19724,20104,16530,20447,21529,24494,26933,27949,29123,22119,15550,10685,6736,2965,1086,267,162,1282615,1
646,711,종로4가지하쇼핑센터,서울특별시 종로구 예지동 187-2,37.56975,126.9979,1111015800,1111061500,서울특별시,종로구,종로1.2.3.4가동,0,0,1,109,1,0,43,1,268,11,8,156,1,96,33,2981,707,15540000,7256,86,102,97,112,324,556,477,465,424,538,572,767,781,618,440,394,235,134,60,30,44,149384,3080,4447,5152,5861,10474,12942,10084,9859,9949,12282,12892,12567,11484,8464,6732,5768,3999,1979,802,291,276,1450383,0
87,87,평화시장,경상북도 김천시 평화동 334-6,36.12376,128.1113,4715010500,4715053600,경상북도,김천시,평화남산동,0,1,0,110,1,1,43,1,99,0,5,27,8,1,0,283,35,944879,7641,89,126,199,239,413,396,328,386,390,466,601,735,852,746,556,499,374,169,63,10,4,140548,4681,5756,5746,6499,7576,7044,6625,8517,9081,10320,11653,12254,12276,9736,7350,6085,5213,2901,994,188,53,1233524,0
1812,2688,구매탄시장,경기도 수원시 영통구 매탄동 176,37.27214,127.0419,4111710100,4111751000,경기도,수원시 영통구,매탄1동,0,0,1,117,1,1,43,6,39,0,10,67,4,9,1,951,186,1983541,18335,476,683,799,1120,1490,1646,1128,1273,1349,1652,1786,1548,1251,831,560,346,222,109,46,15,5,368842,15529,21249,21365,20994,26467,32656,30161,32897,34165,34349,30238,24356,17381,9750,6592,4803,3253,1779,662,158,38,1369055,1
1666,2402,북부산시장,부산광역시 사상구 덕포동422-16,35.17064,128.9819,2653010300,2653060000,부산광역시,사상구,덕포제1동,0,0,1,139,1,0,43,3,49,4,9,52,7,3,2,761,106,1451866,8892,194,305,306,354,516,545,470,536,559,661,846,959,862,645,472,345,211,76,22,4,4,212586,5203,7152,6961,8127,13511,15421,12029,13195,13735,15628,19365,21825,21569,15149,10356,6776,4084,1765,540,125,70,1347701,0
428,449,사직시장,부산광역시 동래구 사직1동 49-1 외 57필지,35.20005,129.0623,2626010900,2626058000,부산광역시,동래구,사직제1동,0,0,1,152,1,0,43,4,56,3,12,61,2,6,3,804,119,2217666,10787,353,463,484,535,645,657,598,815,837,927,902,771,788,664,514,405,283,100,35,9,2,270745,7913,11722,12284,12686,15963,16719,14743,18335,20458,22726,22484,21908,22877,18151,13095,9196,5634,2619,891,202,139,1350453,1
1400,1881,보수종합시장,부산광역시 중구 보수동3가 46-1,35.10425,129.0219,2611012200,2611054500,부산광역시,중구,보수동,0,0,1,155,1,1,43,1,123,3,12,81,4,27,24,1613,289,2188704,10707,153,236,228,332,731,776,562,567,636,820,882,930,1072,914,707,536,369,171,55,17,13,41523,526,794,861,1166,2482,3197,2201,2270,2327,3067,3441,3633,4243,3648,2846,2264,1449,648,292,83,85,1214471,0
999,1126,사천읍시장,경상남도 사천시 사천읍 정의리 393-8,35.08406,128.089,4824025022,4824025000,경상남도,사천시,사천읍,0,0,1,174,1,1,43,2,44,0,6,35,7,2,3,486,53,628158,18003,621,773,945,914,1134,1182,1051,1285,1460,1705,1675,1403,1179,816,608,506,425,219,76,17,9,111105,3252,4878,5352,4929,5503,5266,4986,6905,8320,9432,9459,9043,9176,7358,5843,4799,3778,1988,670,136,32,1232660,1
952,1068,양산남부시장,경상남도 양산시 중부동 423-5,35.34238,129.0373,4833010300,4833051000,경상남도,양산시,중앙동,0,1,0,231,1,1,43,3,52,0,4,36,4,6,0,590,73,1347237,11506,217,233,249,374,674,761,591,651,659,818,1144,1336,1358,952,586,434,263,142,50,6,8,352229,14959,19638,17515,16765,19862,20969,20734,28485,30062,30719,30703,28023,25300,17485,12143,8940,5960,2821,887,200,59,1293735,1
1629,2351,제물포지하상가,인천광역시 미추홀구 숭의동 59-17,37.46693,126.6564,2817710400,2817752000,인천광역시,미추홀구,숭의1.3동,0,0,1,264,1,1,43,1,41,1,15,51,5,7,2,447,95,1549449,14380,622,447,337,513,891,1217,1192,1204,1002,1063,1130,1194,1139,754,575,477,335,176,81,15,16,404343,11821,15372,15001,16657,26227,31104,25940,29757,30133,33274,33377,33810,32796,22833,17797,13460,8607,4219,1579,402,177,1277710,0
706,774,가양시장,대전광역시 동구 가양동 434,36.34626,127.4432,3011011400,3011062000,대전광역시,동구,가양1동,0,0,1,15,1,1,42,3,73,0,5,62,16,2,0,714,138,877986,13994,306,502,527,603,1091,931,642,781,992,1089,1187,1207,1271,939,681,625,389,164,52,9,6,223021,6227,8783,9383,10518,15870,14316,11557,14295,15796,18284,18462,18274,18723,13841,10601,8549,5622,2693,920,209,98,1261808,0
1469,2044,사단법인수영건설시장,부산광역시 수영구 수영동 446,35.16821,129.1148,2650010200,2650073000,부산광역시,수영구,수영동,0,0,1,21,1,0,42,1,66,4,5,62,7,17,2,1037,151,2086229,14924,302,303,265,394,727,1075,884,906,912,984,1141,1205,1571,1401,1115,850,552,242,80,10,5,176894,4628,5700,5429,6423,10251,14098,11670,12207,12236,13251,13773,13945,15673,12872,10035,7010,4616,2141,738,137,61,1298597,1
1291,1686,양재시장,서울특별시 서초구 양재동 1-7,37.48431,127.038,1165010200,1165065100,서울특별시,서초구,양재1동,0,0,1,30,1,0,42,2,129,3,8,84,10,25,3,1155,319,7660028,44522,1479,2558,2460,1880,2302,3102,3088,3680,3994,3768,3261,3041,3110,2515,1866,1150,673,364,182,43,6,425126,13125,20726,23103,22226,25144,29947,29652,33572,37128,40227,34723,28474,27007,20790,16331,11103,6461,3326,1409,420,232,1654086,0
769,850,우일시장,부산광역시 해운대구 우동 552-2,35.16496,129.1594,2635010500,2635051000,부산광역시,해운대구,우제1동,0,0,1,32,0,0,42,1,78,2,10,75,5,20,18,919,170,2980269,23031,555,750,736,863,1396,1655,1414,1567,1578,1896,1963,1908,2051,1606,1292,871,552,244,90,18,26,402169,11277,17234,18216,19934,24433,24635,20596,26193,30340,35489,36079,34211,33226,24676,17708,13088,8763,4211,1368,330,162,1344581,1
751,823,동부시장,울산광역시 동구 동부동 310-15,35.54265,129.4281,3117010700,3117060000,울산광역시,동구,남목3동,0,0,1,36,1,1,42,1,15,0,8,10,1,0,1,238,23,750333,12311,521,769,717,556,549,615,723,1122,1134,941,811,1042,1176,691,417,262,154,78,25,5,3,156806,6078,8811,8243,7368,8579,9146,9461,13581,13542,12448,12450,13252,13892,8817,5304,2973,1661,806,283,84,27,1246199,0
99,99,수영건설시장,부산 수영구 수영동 466-20,35.17329,129.1103,2650010100,2650073000,부산광역시,수영구,수영동,0,0,1,38,1,0,42,1,74,3,8,51,6,15,2,844,133,1576187.1,14924,302,303,265,394,727,1075,884,906,912,984,1141,1205,1571,1401,1115,850,552,242,80,10,5,176894,4628,5700,5429,6423,10251,14098,11670,12207,12236,13251,13773,13945,15673,12872,10035,7010,4616,2141,738,137,61,1298597,0
267,270,마량5일시장,전라남도 강진군 마량면 마량리 987,34.45225,126.8167,4681040024,4681040000,전라남도,강진군,마량면,1,0,0,40,1,1,42,0,2,0,1,2,0,0,5,44,6,68113.0769,1803,35,40,41,43,77,61,45,70,81,99,143,189,218,134,170,157,118,62,19,1,0,34597,760,1015,1192,1328,1579,1286,1073,1388,1599,2174,2546,3103,3519,2679,2699,2534,2367,1199,453,75,29,1180093,0
1348,1785,논현종합시장,서울특별시 강남구 논현동 277-4,37.5098,127.0399,1168010800,1168053100,서울특별시,강남구,논현2동,0,0,1,44,1,1,42,2,186,8,3,159,4,31,2,1901,509,12339444,21739,498,626,596,720,1355,2197,2321,2253,1993,1832,1572,1402,1218,1016,927,617,321,166,60,29,20,539231,13621,23145,29138,29996,33282,40658,39296,42542,47098,52168,44682,35668,32978,26445,20595,13572,7836,3977,1731,507,296,1670051,0
1663,2399,구가양시장,대전광역시 동구 가양동 434,36.34625,127.4432,3011011400,3011062000,대전광역시,동구,가양1동,0,0,1,49,1,0,42,3,73,0,5,63,16,2,0,714,138,877986,13994,306,502,527,603,1091,931,642,781,992,1089,1187,1207,1271,939,681,625,389,164,52,9,6,223021,6227,8783,9383,10518,15870,14316,11557,14295,15796,18284,18462,18274,18723,13841,10601,8549,5622,2693,920,209,98,1261808,0
1662,2398,평화시장,대전광역시 동구 성남동 157-6,36.34111,127.4345,3011011600,3011066500,대전광역시,동구,성남동,0,0,1,50,1,0,42,1,71,0,8,25,7,7,3,436,84,1013274,12341,414,478,428,504,653,742,680,851,839,954,1019,1100,1103,825,639,542,311,166,70,13,10,223021,6227,8783,9383,10518,15870,14316,11557,14295,15796,18284,18462,18274,18723,13841,10601,8549,5622,2693,920,209,98,1261808,0
1416,1898,성대시장,서울특별시 동작구 상도동 324-1,37.49991,126.9318,1159010200,1159055000,서울특별시,동작구,상도제3동,0,0,1,56,1,1,42,3,57,3,16,69,3,3,3,657,118,4164788,25069,620,613,733,937,1650,2578,2284,1924,1710,1984,1960,1915,1846,1340,1165,890,580,221,80,25,14,391220,10942,13622,13111,14710,27603,38942,31789,30307,28722,30190,29702,28641,28011,21151,17066,12689,8108,3787,1432,382,313,1403742,1
1692,2471,중앙시장,,36.63938,127.4892,4311110300,4311152500,충청북도,청주시 상당구,중앙동,0,0,1,62,1,0,42,2,112,0,9,33,6,10,6,671,264,1274839,6029,96,151,190,248,413,478,325,297,361,452,495,522,537,427,328,317,236,112,30,10,4,190034,6647,9435,9444,10348,12541,11961,10127,12750,14089,16216,16956,16017,14123,9772,6659,5651,4119,2132,822,169,56,1332278,1
981,1101,의정부청과야채시장,경기도 의정부시 의정부동 30-8외,37.73792,127.0527,4115010100,4115051000,경기도,의정부시,의정부1동,0,0,1,65,1,1,42,1,57,4,8,115,5,6,6,1561,292,2616089,31550,493,619,669,923,2438,3865,2496,2219,2003,2359,2705,2812,2674,1756,1289,988,689,346,111,34,62,461710,14656,19797,20101,22438,31098,33473,27286,32861,34272,40522,41440,38947,34450,22834,17359,13954,9583,4519,1542,345,233,1306241,0
923,1038,화곡중앙골목시장,서울특별시 강서구 화곡동 362-144,37.53486,126.8395,1150010300,1150054000,서울특별시,강서구,화곡제1동,0,0,1,69,1,0,42,2,61,3,7,117,9,4,1,1259,179,3721158,52358,1510,1280,1117,1399,3134,6202,5650,4903,3918,3625,3632,3832,4034,2993,2322,1452,814,359,126,34,22,580185,17481,22079,21202,23492,34061,52930,49668,49394,45143,45745,43004,43192,44061,32279,23418,15497,9788,4990,2029,493,239,1357676,0
767,848,반여2동상가시장,부산광역시 해운대구 반여동 1291-1425,35.19603,129.129,2635010300,2635058000,부산광역시,해운대구,반여제2동,0,0,1,70,1,0,42,0,47,0,11,29,1,0,0,457,44,1235676,13306,265,245,250,424,699,782,792,795,780,998,1202,1259,1431,1143,886,688,407,187,43,15,15,402169,11277,17234,18216,19934,24433,24635,20596,26193,30340,35489,36079,34211,33226,24676,17708,13088,8763,4211,1368,330,162,1344581,1
1338,1758,수정시장,부산광역시 동구 수정동 170-1,35.12826,129.0464,2617010200,2617057000,부산광역시,동구,수정제2동,0,0,1,72,1,1,42,1,69,2,11,42,11,10,4,455,76,1261033,10075,187,229,234,360,537,674,604,561,565,741,797,850,1038,843,735,518,354,182,39,11,16,88901,1854,2231,2245,2900,4591,5881,5060,5335,5374,6579,7224,7484,8762,7332,5941,4789,3193,1439,489,97,101,1232623,0
831,921,역전장,전라남도 순천시 덕암동 227-1,34.94384,127.5035,4615011300,4615057000,전라남도,순천시,덕연동,0,0,1,74,1,1,42,2,21,0,5,21,6,3,2,369,59,476056,44355,1312,2101,2516,2838,3527,3083,2213,2779,3162,3899,4422,4193,3379,1955,1219,805,534,281,106,21,10,282189,9832,13696,14489,15779,19638,17915,14641,18476,19993,23461,25383,23741,20700,13637,10710,8319,6510,3609,1291,300,69,1311791,1
847,940,대림시장,서울특별시 은평구 응암동 754-1,37.5868,126.9177,1138010700,1138060000,서울특별시,은평구,응암제3동,0,0,1,79,1,0,42,4,30,2,13,90,4,2,3,961,167,3950911,25218,434,557,647,988,1576,2065,1664,1723,1574,2031,2067,2173,2124,1645,1439,1191,806,343,114,37,20,479835,12839,16865,18077,20599,29682,37376,32478,36024,35746,40882,39783,37491,36983,27455,22013,17108,11055,4842,1658,454,425,1358067,1
1082,1288,일산시장,경기도 고양시 일산서구 일산동617-20,37.68562,126.7708,4128710100,4128752000,경기도,고양시 일산서구,일산2동,0,0,1,88,1,1,42,6,29,1,10,65,4,2,1,849,125,2673585,18713,424,504,605,889,1349,1446,969,968,1033,1561,2045,2160,1733,996,685,553,448,243,87,10,5,302538,9051,13629,15954,17916,21808,21212,16782,19668,22656,29703,30002,25978,20162,11451,8436,7455,6072,3197,1125,224,57,1402117,1
731,799,성대전통시장,서울특별시 동작구 상도동 324~대방동406-8,37.49991,126.9318,1159010200,1159055000,서울특별시,동작구,상도제3동,0,0,1,89,0,0,42,3,57,3,16,69,3,3,3,657,118,4164788,25069,620,613,733,937,1650,2578,2284,1924,1710,1984,1960,1915,1846,1340,1165,890,580,221,80,25,14,391220,10942,13622,13111,14710,27603,38942,31789,30307,28722,30190,29702,28641,28011,21151,17066,12689,8108,3787,1432,382,313,1403742,1
1688,2460,부곡시장,부산광역시 금정구 부곡동 304-1,35.22549,129.0915,2641010900,2641057000,부산광역시,금정구,부곡제1동,0,0,1,92,0,0,42,5,55,2,14,48,6,6,4,1238,279,1552522,8620,123,179,215,249,450,454,378,437,509,616,652,832,905,880,706,518,298,164,46,6,3,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,0
535,571,서구시장,대구광역시 서구 평리동 1085-1,35.87394,128.5557,2717010300,2717064000,대구광역시,서구,평리3동,0,0,1,96,1,0,42,1,82,0,9,30,14,1,0,533,53,946561,10134,145,216,233,371,580,717,494,495,542,783,1006,1214,1087,798,592,425,283,109,34,7,3,170700,3048,4516,4657,6205,9892,11781,8407,9036,9994,12831,16004,18317,17425,13660,9742,7431,4788,2108,620,135,103,1263678,0
627,690,영신상가,서울특별시 영등포구 영등포동5가 18,37.51992,126.9067,1156010600,1156053500,서울특별시,영등포구,영등포동,0,0,1,105,1,0,42,4,143,3,6,102,4,16,5,1525,280,7837500,28118,703,519,385,493,1799,4941,4175,2702,1786,1741,1783,1827,1761,1270,886,641,384,197,79,21,25,379480,12788,13048,11444,12834,21920,37156,35791,33454,27931,28507,28741,28190,27013,20059,15723,11657,7628,3711,1236,362,287,1438335,0
1528,2175,동성하이타운시장,부산광역시 남구 대연1동 1756-9,35.13357,129.0875,2629010600,2629051000,부산광역시,남구,대연제1동,0,0,1,118,1,1,42,2,59,2,10,51,6,18,3,643,118,2277757,15988,214,323,400,541,1802,1790,981,876,954,1111,1181,1082,1263,1112,920,741,436,186,54,9,12,267731,7042,11010,11107,11928,18159,17080,13333,16853,19610,22283,22019,20780,22629,18289,14164,10719,6604,2863,926,196,137,1306435,1
1230,1593,하이타운상가백화점,부산광역시 남구 대연동 1756-9,35.13357,129.0875,2629010600,2629051000,부산광역시,남구,대연제1동,0,0,1,140,1,1,42,2,59,2,10,51,6,18,3,643,118,2277757,15988,214,323,400,541,1802,1790,981,876,954,1111,1181,1082,1263,1112,920,741,436,186,54,9,12,267731,7042,11010,11107,11928,18159,17080,13333,16853,19610,22283,22019,20780,22629,18289,14164,10719,6604,2863,926,196,137,1306435,1
656,721,반여시장,부산광역시 해운대구 반여동 1291-918,35.1956,129.1289,2635010300,2635058000,부산광역시,해운대구,반여제2동,0,0,1,143,1,0,42,0,47,0,11,30,1,0,0,480,44,1235676,13306,265,245,250,424,699,782,792,795,780,998,1202,1259,1431,1143,886,688,407,187,43,15,15,402169,11277,17234,18216,19934,24433,24635,20596,26193,30340,35489,36079,34211,33226,24676,17708,13088,8763,4211,1368,330,162,1344581,1
1267,1637,자유시장,경상남도 진주시 상대동 276-17,35.18011,128.11,4817011900,4817067300,경상남도,진주시,상대동,0,0,1,174,1,1,42,1,29,0,4,29,5,1,1,451,55,881724,19807,427,599,705,898,1375,1560,1063,1034,1219,1629,1837,1818,1725,1424,1023,750,451,202,52,15,1,348096,11575,16821,17309,17916,23331,21812,18811,22837,25276,29022,29982,27809,26563,19205,14459,11106,8113,4301,1420,334,94,1258146,1
