new index,기존 index,시장명,소재지지번주소,위도,경도,법정동코드,행정동코드,시도명,시군구명,읍면동명,5일장,복합장,상설장,점포수,공중화장실보유여부,주차장보유여부,운영기간,대형마트,주차장,지하철역,학교,편의점,"주유소,충전소",문화시설,관광명소,음식점,카페,공시지가,행정동 인구,행정동 인구 0 - 4세,행정동 인구 5 - 9세,행정동 인구 10 - 14세,행정동 인구 15 - 19세,행정동 인구 20 - 24세,행정동 인구 25 - 29세,행정동 인구 30 - 34세,행정동 인구 35 - 39세,행정동 인구 40 - 44세,행정동 인구 45 - 49세,행정동 인구 50 - 54세,행정동 인구 55 - 59세,행정동 인구 60 - 64세,행정동 인구 65 - 69세,행정동 인구 70 - 74세,행정동 인구 75 - 79세,행정동 인구 80 - 84세,행정동 인구 85 - 89세,행정동 인구 90 - 94세,행정동 인구 95 - 99세,행정동 인구 100+,행정시구 인구,행정시구 인구 0 - 4세,행정시구 인구 5 - 9세,행정시구 인구 10 - 14세,행정시구 인구 15 - 19세,행정시구 인구 20 - 24세,행정시구 인구 25 - 29세,행정시구 인구 30 - 34세,행정시구 인구 35 - 39세,행정시구 인구 40 - 44세,행정시구 인구 45 - 49세,행정시구 인구 50 - 54세,행정시구 인구 55 - 59세,행정시구 인구 60 - 64세,행정시구 인구 65 - 69세,행정시구 인구 70 - 74세,행정시구 인구 75 - 79세,행정시구 인구 80 - 84세,행정시구 인구 85 - 89세,행정시구 인구 90 - 94세,행정시구 인구 95 - 99세,행정시구 인구 100+,시도별 소득월액,농산물이 주요품목
305,319,양촌시장,충청남도 논산시 양촌면 인천리 379-3,36.13838,127.2343,4423039021,4423039000,충청남도,논산시,양촌면,1,0,0,0,1,1,90,1,2,0,3,1,1,0,0,23,8,114320,6217,175,195,219,202,219,216,291,226,274,367,521,554,586,564,455,436,414,207,82,9,5,116675,3043,4189,4696,5110,6025,5362,4943,5821,6762,8641,9352,10351,11285,8722,6945,6102,5047,3003,966,217,93,1243114,0
1431,1981,덕풍전통시장,경기도 하남시 덕풍동 328-12,37.54154,127.2029,4145010800,4145056000,경기도,하남시,덕풍3동,0,1,0,185,1,1,16,2,26,1,8,62,4,8,1,753,99,2943810,25719,864,1286,1328,1240,1535,1558,1450,1952,2183,2253,2171,1985,2050,1385,1020,708,431,206,84,20,10,293452,13270,16924,13735,11404,15407,21000,21783,28326,27529,23894,21204,20864,20539,14566,9961,6217,3750,1957,789,209,124,1463080,1
318,332,부여중앙시장,,36.2808,126.9122,4476025029,4476025000,충청남도,부여군,부여읍,0,0,1,80,1,1,90,2,51,0,4,19,2,14,4,366,50,989043,20330,358,706,881,1023,1196,998,761,850,1150,1517,1807,1881,2070,1492,1272,986,744,427,158,37,16,65354,1082,1842,2102,2572,3104,2321,1935,2467,3044,4160,4874,5984,7184,5853,4967,4490,3900,2430,816,173,54,1203666,0
1167,1413,김제시장,전라북도 김제시 요촌동 415,35.80162,126.8837,4521010100,4521051000,전라북도,김제시,요촌동,0,0,1,65,1,1,121,2,66,0,5,18,4,6,2,317,58,407691,11241,297,458,472,560,652,658,481,642,708,851,925,951,965,755,650,469,365,257,101,15,9,82450,1653,2654,2931,3235,3828,3403,2835,3810,4380,5611,6469,7235,8084,6478,6066,5336,4382,2784,992,208,76,1189380,0
1679,2437,가남시장,경기도 여주시 가남읍 태평리 141-21,37.20255,127.546,4167025021,4167025000,경기도,여주시,가남읍,1,0,0,55,0,0,60,1,5,0,2,13,3,0,1,138,23,524900,15607,462,566,633,673,802,865,793,1019,1078,1182,1384,1422,1443,1098,721,631,465,251,84,25,10,111897,3072,4342,4589,5003,6195,5982,5097,6442,7438,8595,9665,10452,10550,8072,5432,4782,3461,1848,664,164,52,1362198,1
723,791,양문5일장,경기도 포천시 영중면 양문리 819-11,38.00188,127.2436,4165036021,4165036000,경기도,포천시,영중면,1,0,0,30,0,0,43,1,3,0,1,3,3,0,0,49,8,118310,4860,71,120,101,154,220,196,131,166,223,287,449,578,622,466,324,347,248,105,38,10,4,147274,3624,4955,5630,6613,8978,8863,7028,7548,8691,11781,13893,15283,15073,9320,6817,5648,4332,2143,755,221,78,1359818,1
724,792,일동5일장,경기도 포천시 일동면 기산리 94-36,37.95983,127.3198,4165037023,4165037000,경기도,포천시,일동면,1,0,0,30,0,0,43,2,10,0,3,7,2,0,2,136,15,324734,9403,172,330,370,320,483,456,371,479,557,647,702,888,1059,762,604,484,391,207,91,22,8,147274,3624,4955,5630,6613,8978,8863,7028,7548,8691,11781,13893,15283,15073,9320,6817,5648,4332,2143,755,221,78,1359818,1
726,794,운천5일장,경기도 포천시 영북면 운천리 513-9,38.09116,127.2724,4165039021,4165039000,경기도,포천시,영북면,1,0,0,30,0,0,43,2,5,0,3,6,1,1,0,102,11,150805,8465,310,337,228,211,429,543,511,493,422,469,584,716,908,588,518,497,402,175,72,35,17,147274,3624,4955,5630,6613,8978,8863,7028,7548,8691,11781,13893,15283,15073,9320,6817,5648,4332,2143,755,221,78,1359818,1
721,789,송우5일장,경기도 포천시 소흘읍 송우리 142-4,37.82686,127.1457,4165025021,4165025000,경기도,포천시,소흘읍,1,0,0,81,0,0,43,4,18,0,9,30,5,1,1,408,71,1267704,43812,1157,1690,2208,2687,3192,2613,1926,2353,2983,4237,4559,4374,3755,2045,1495,1075,806,447,145,53,12,147274,3624,4955,5630,6613,8978,8863,7028,7548,8691,11781,13893,15283,15073,9320,6817,5648,4332,2143,755,221,78,1359818,1
1437,1992,양곡종합상가,경상남도 창원시 성산구 신촌동 33-2,35.20085,128.6283,4812312300,4812357000,경상남도,창원시 성산구,웅남동,0,0,1,94,1,1,41,0,4,0,2,5,0,1,6,69,9,860857,7933,189,300,374,403,468,528,462,511,565,689,706,739,747,462,312,217,156,72,26,7,0,214570,6805,9752,10779,12332,15686,16660,14368,14968,16097,19642,22223,21209,15709,8067,4348,2529,1886,1052,361,77,20,1288860,1
720,788,신읍5일장,경기도 포천시 군내면 구읍리 717-3,37.89273,127.2023,4165031021,4165031000,경기도,포천시,군내면,1,0,0,220,1,1,43,2,43,0,3,27,2,7,0,338,52,211824,8661,310,304,267,314,412,529,565,544,533,605,753,889,872,602,394,322,245,141,52,7,1,147274,3624,4955,5630,6613,8978,8863,7028,7548,8691,11781,13893,15283,15073,9320,6817,5648,4332,2143,755,221,78,1359818,1
434,462,창녕상설시장,경상남도 창녕군 창녕읍 술정리 45-1,35.54007,128.4973,4874025037,4874025000,경상남도,창녕군,창녕읍,0,0,1,0,1,1,43,1,19,0,7,12,5,7,8,246,40,501765,16994,582,739,739,821,935,828,818,1039,1058,1286,1406,1459,1582,1106,872,712,550,337,106,14,5,61301,1383,1830,1897,2221,2515,2414,2263,2834,3192,3916,5000,5913,6818,5353,4270,3816,3181,1797,577,82,29,1223798,0
948,1064,유성전통시장,대전광역시 유성구 장대동 191-7,36.35772,127.3339,3020011700,3020054000,대전광역시,유성구,온천2동,1,0,0,,1,0,43,2,35,2,4,68,13,3,3,858,154,1254485,40180,1659,1862,1527,1667,4070,4373,3173,3269,2786,2808,2907,2989,2831,1682,1013,669,475,293,100,21,6,351047,15018,19928,19079,19076,24727,28017,26512,29557,29397,31048,29032,25042,20960,12651,7798,5655,4074,2337,890,192,57,1340568,1
1544,2215,금사제일상가시장,부산광역시 금정구 금사동 68-14,35.22045,129.1126,2641011100,2641055500,부산광역시,금정구,금사회동동,0,0,1,32,1,0,42,1,39,2,6,21,5,2,4,315,25,1147057,8243,120,157,156,204,390,453,396,427,452,535,684,925,1034,872,600,454,240,92,37,11,4,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,0
1525,2169,장성시장,부산광역시 금정구 장전동155-17,35.23755,129.0856,2641010800,2641060000,부산광역시,금정구,장전제1동,0,0,1,34,1,0,43,2,42,2,5,66,6,11,3,1218,319,2806350,17902,335,576,568,609,3108,2550,1055,922,1116,1094,1133,1136,1100,895,682,463,317,175,46,11,11,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1495,2077,장림시장,부산광역시 사하구 장림동 792-7,35.08093,128.9677,2638010500,2638058000,부산광역시,사하구,장림제1동,0,0,1,37,1,1,48,3,27,1,5,21,11,1,1,268,33,1001500,11175,409,569,535,446,531,531,556,978,1017,996,900,882,922,716,546,328,209,77,21,4,2,311757,8191,11778,11883,13502,19724,20104,16530,20447,21529,24494,26933,27949,29123,22119,15550,10685,6736,2965,1086,267,162,1282615,1
1526,2170,장전상가시장,부산광역시 금정구 장전동421-7,35.23085,129.0861,2641010800,2641061000,부산광역시,금정구,장전제2동,0,0,1,45,1,0,47,5,56,2,9,72,7,15,3,1292,327,2806350,27319,1053,1593,1324,1138,1631,1815,1661,2106,2471,2229,1941,1837,1854,1505,1148,885,569,295,117,49,98,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1546,2217,서동시장,부산광역시 금정구서3동 302,35.21713,129.1025,2641011000,2641053000,부산광역시,금정구,서제3동,0,0,1,74,1,1,40,1,42,1,16,24,4,0,1,412,38,1215141.59,11489,152,202,240,326,531,712,533,589,582,776,1032,1306,1344,1090,857,599,398,154,47,9,10,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,0
1545,2216,부곡상가시장,부산광역시 금정구 부곡동 304-1,35.22549,129.0915,2641010900,2641057000,부산광역시,금정구,부곡제1동,0,0,1,85,1,0,43,5,55,2,14,48,6,6,4,1238,279,1552522,8620,123,179,215,249,450,454,378,437,509,616,652,832,905,880,706,518,298,164,46,6,3,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1543,2214,구서오시게시장,부산광역시 금정구 구서동 87-9,35.24736,129.0898,2641010700,2641068000,부산광역시,금정구,구서제1동,0,0,1,106,1,1,40,2,32,1,13,37,2,5,1,509,119,1918484,19911,517,844,922,1003,1263,1337,1015,1249,1400,1618,1825,1841,1679,1229,864,621,419,180,65,12,8,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1548,2219,서동향토시장,부산광역시 금정구 구서동 194-1,35.2547,129.0896,2641010700,2641069000,부산광역시,금정구,구서제2동,0,0,1,153,1,0,41,2,33,2,6,31,3,2,3,380,73,1918484,33880,835,1408,1579,1742,2350,2140,1617,1856,2271,2688,3012,3119,3077,2211,1571,1064,751,400,150,30,9,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1547,2218,서동전통골목시장,부산광역시 금정구 서3동 338-7,35.21522,129.1025,2641011000,2641053000,부산광역시,금정구,서제3동,0,0,1,175,1,0,53,2,42,1,16,23,5,0,2,419,39,1215142,11489,152,202,240,326,531,712,533,589,582,776,1032,1306,1344,1090,857,599,398,154,47,9,10,232666,5126,7907,8155,9555,16809,16500,11962,13266,14926,17258,19526,21092,21664,17100,12521,9151,5842,2915,959,233,199,1334215,1
1486,2068,괴정골목시장,부산광역시 사하구 사하로 198,35.09933,128.9937,2638010100,2638053000,부산광역시,사하구,괴정제3동,0,0,1,147,1,1,48,2,39,3,13,46,4,1,0,528,66,1498244,12984,266,286,321,443,676,793,793,768,785,893,1049,1165,1421,1177,839,669,380,176,56,16,12,311757,8191,11778,11883,13502,19724,20104,16530,20447,21529,24494,26933,27949,29123,22119,15550,10685,6736,2965,1086,267,162,1282615,1
1494,2076,장림골목시장,부산광역시 사하구 장림동 641-268,35.08047,128.9677,2638010500,2638058000,부산광역시,사하구,장림제1동,0,0,1,91,1,1,44,3,27,1,5,21,11,1,1,273,31,1001500,11175,409,569,535,446,531,531,556,978,1017,996,900,882,922,716,546,328,209,77,21,4,2,311757,8191,11778,11883,13502,19724,20104,16530,20447,21529,24494,26933,27949,29123,22119,15550,10685,6736,2965,1086,267,162,1282615,1
1350,1787,영동전통시장,서울특별시 강남구 논현동 140,37.50999,127.0238,1168010800,1168052100,서울특별시,강남구,논현1동,0,0,1,124,1,1,10,4,238,6,2,150,4,28,2,2275,569,12339444,23012,345,364,373,511,1441,3199,3155,2659,2121,1752,1516,1310,1301,1008,820,556,330,158,51,22,20,539231,13621,23145,29138,29996,33282,40658,39296,42542,47098,52168,44682,35668,32978,26445,20595,13572,7836,3977,1731,507,296,1670051,1
1107,1313,중곡제일전통시장(중곡제일시장),서울특별시 광진구 중곡동 221-6번지,37.56388,127.0818,1121510100,1121574000,서울특별시,광진구,중곡제1동,0,0,1,135,1,1,51,2,38,3,10,76,8,5,3,1020,174,3898218,15792,399,375,333,431,1026,1803,1623,1367,1054,1139,1280,1252,1229,855,680,494,276,111,45,11,9,346682,8351,11221,12237,13694,26193,36747,29113,26870,24874,27608,28122,26419,24922,17538,12852,9576,6105,2745,990,287,218,1368980,1
761,842,학성종합시장,울산광역시 중구 학성동 467-1,35.55442,129.3321,3111010100,3111051000,울산광역시,중구,학성동,0,0,1,19,1,0,43,0,38,0,4,38,6,9,11,574,111,1062640,10414,197,268,311,345,496,594,518,562,610,816,857,1057,1129,914,699,548,308,123,43,13,6,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,0
734,802,신울산종합시장,울산광역시 중구 반구동 100-1,35.56124,129.3374,3111011800,3111053000,울산광역시,중구,반구2동,0,0,1,30,1,1,43,2,33,0,13,50,7,2,2,676,73,1218392,8842,188,226,230,365,581,738,546,483,468,681,893,893,846,657,449,316,173,77,26,4,2,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
757,838,선우시장,울산광역시 중구 남외동 385-3,35.57119,129.3421,3111011500,3111062000,울산광역시,중구,병영1동,0,0,1,84,1,0,43,2,29,0,11,35,2,3,2,454,66,1214590,22544,493,1002,1042,1285,1532,1432,997,1313,1514,1832,2378,2403,2036,1391,844,540,317,130,49,9,5,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
737,805,구역전시장,울산광역시 중구 학성동 434-7,35.55702,129.3285,3111010100,3111051000,울산광역시,중구,학성동,0,0,1,167,1,1,43,1,50,0,6,36,3,16,15,640,156,1062640,10414,197,268,311,345,496,594,518,562,610,816,857,1057,1129,914,699,548,308,123,43,13,6,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
735,803,학성새벽시장,울산광역시 중구 학성동 359-2,35.55655,129.3327,3111010100,3111051000,울산광역시,중구,학성동,0,0,1,197,1,1,43,1,39,0,6,36,5,9,6,565,87,1062640,10414,197,268,311,345,496,594,518,562,610,816,857,1057,1129,914,699,548,308,123,43,13,6,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
762,843,태화종합시장,울산광역시 중구 태화동 36-13,35.5542,129.3074,3111011100,3111060000,울산광역시,중구,태화동,0,1,0,221,1,1,43,1,27,0,3,37,4,4,4,535,95,1177246,33809,1382,2086,1964,1695,1914,1985,1778,2612,3019,2960,2954,2920,2561,1697,1007,652,388,152,63,18,2,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
330,344,갈산정기시장,,36.603,126.5512,4480038021,4480038000,충청남도,홍성군,갈산면,1,0,0,18,1,1,43,1,3,0,3,2,3,1,4,37,9,146548,3533,28,46,77,68,110,92,89,115,103,169,204,377,424,425,326,294,325,180,63,13,5,100102,3260,4456,4810,4796,5160,4570,4520,5961,6646,7834,7676,8249,8159,6600,5472,4586,4023,2382,710,171,61,1302779,0
293,307,현대상가시장,,36.34891,126.5969,4418010100,4418051500,충청남도,보령시,대천1동,0,1,0,53,1,0,43,2,26,0,5,43,2,8,1,638,85,696758,14454,435,645,685,777,904,774,694,872,1006,1276,1212,1251,1139,921,740,502,380,167,54,12,8,100229,2523,3614,3976,4319,5077,4451,4074,5387,6223,7722,8112,9100,9440,7647,6279,5000,4051,2238,759,172,65,1331940,0
328,342,청양전통시장,,36.45086,126.8021,4479025021,4479025000,충청남도,청양군,청양읍,0,1,0,135,1,1,43,2,22,0,3,12,3,7,3,166,32,563283,10023,256,391,415,582,729,523,424,490,565,689,806,881,871,681,554,435,388,229,91,16,7,30948,508,761,860,1196,1530,1127,983,1104,1287,1833,2306,3006,3388,2771,2367,2147,2028,1276,385,66,19,1226623,0
1680,2438,율촌시장,경기도 여주시 대신면 율촌리 380-4,37.37462,127.5859,4167035037,4167035000,경기도,여주시,대신면,1,0,0,0,0,0,21,0,2,0,3,2,1,0,2,31,10,210526,7075,79,149,191,222,349,279,216,233,295,397,561,771,875,751,500,494,402,215,74,17,5,111897,3072,4342,4589,5003,6195,5982,5097,6442,7438,8595,9665,10452,10550,8072,5432,4782,3461,1848,664,164,52,1362198,1
1594,2308,남성시장,서울특별시 동작구 사당동 88-3,37.48816,126.9816,1159010700,1159063000,서울특별시,동작구,사당제2동,0,0,1,140,0,0,61,6,60,2,10,83,5,9,4,1333,305,5262427,27238,871,924,742,912,1531,2150,2262,2225,1981,2067,2055,2136,2163,1705,1416,1027,602,301,99,36,33,391220,10942,13622,13111,14710,27603,38942,31789,30307,28722,30190,29702,28641,28011,21151,17066,12689,8108,3787,1432,382,313,1403742,1
947,1063,송강전통시장,대전광역시 유성구 송강동 49-10,36.43513,127.3867,3020014700,3020058000,대전광역시,유성구,구즉동,0,0,1,,1,0,21,3,16,0,6,21,1,2,0,297,48,847494,27835,1059,1493,1482,1595,2047,2200,2006,2143,2241,2509,2583,2074,1533,957,631,539,411,236,79,14,3,351047,15018,19928,19079,19076,24727,28017,26512,29557,29397,31048,29032,25042,20960,12651,7798,5655,4074,2337,890,192,57,1340568,1
758,839,병영시장,울산광역시 중구 남외동 257-1,35.57057,129.3463,3111011500,3111062000,울산광역시,중구,병영1동,0,0,1,51,1,0,21,1,27,0,7,30,1,1,2,421,55,1214590,22544,493,1002,1042,1285,1532,1432,997,1313,1514,1832,2378,2403,2036,1391,844,540,317,130,49,9,5,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
738,806,서동시장,울산광역시 중구 서동 39-3,35.58205,129.3466,3111011400,3111063000,울산광역시,중구,병영2동,0,0,1,79,1,0,21,0,7,0,4,14,4,2,3,143,37,932600,20522,788,1240,1059,869,1077,1195,1141,1710,1766,1618,1772,1921,1764,1085,647,420,286,121,35,6,2,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
739,807,옥골시장,울산광역시 중구 옥교동 124-21,35.55543,129.3236,3111010500,3111058500,울산광역시,중구,중앙동,0,0,1,79,1,1,21,1,59,0,5,33,5,15,15,713,174,1907778,13296,214,225,278,382,703,889,682,636,721,900,1242,1382,1586,1267,863,652,389,194,52,16,23,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,1
753,834,반구시장,울산광역시 중구 반구동 448-9,35.55839,129.3434,3111011800,3111052000,울산광역시,중구,반구1동,0,0,1,153,1,1,21,0,32,0,5,40,7,2,2,480,57,1218392,17313,604,770,688,625,983,1198,1129,1305,1307,1344,1671,1772,1498,1036,614,385,247,91,37,7,2,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,0
755,836,울산시장,울산광역시 중구 학산동 47-10,35.55547,129.3284,3111010200,3111058500,울산광역시,중구,중앙동,0,0,1,297,1,1,21,1,53,0,5,39,4,15,17,671,173,1329894,13296,214,225,278,382,703,889,682,636,721,900,1242,1382,1586,1267,863,652,389,194,52,16,23,217595,6690,9948,9838,10280,13001,13815,11717,14654,16186,18072,20628,20775,18760,13096,8479,5803,3573,1590,514,116,60,1315994,0
1388,1854,지산목련시장(지산종합시장),대구광역시 수성구 지산동 1199-10,35.8208,128.6319,2726011200,2726065200,대구광역시,수성구,지산2동,0,0,1,33,1,1,,2,48,2,7,25,5,2,3,556,79,1535758,19171,405,701,816,1040,1320,1243,888,1053,1185,1653,1856,1746,1669,1257,836,599,502,303,83,14,2,424314,10360,19424,24344,27151,30007,25396,18636,24190,32159,40707,40534,34617,30225,21907,16214,12559,9068,4875,1515,326,100,1405080,1
1820,2699,신월3동 골목시장,서울특별시 양천구 신월동 181-1,37.53365,126.8256,1147010300,1147058000,서울특별시,양천구,신월3동,0,0,1,17,0,0,,1,39,0,15,58,10,5,2,478,65,2872905,15751,392,506,490,652,883,1159,1007,1027,1040,1207,1452,1513,1474,1056,807,556,326,134,49,9,12,454251,11923,19629,24815,26057,28947,30827,26399,31421,36236,42757,40430,36065,33204,24347,17183,11410,7127,3594,1341,352,187,1427546,1
490,522,강북북부골목시장,서울특별시 강북구 번동 411-82,37.6359,127.03,1130510200,1130559500,서울특별시,강북구,번1동,0,0,1,21,0,0,,3,73,1,7,98,8,6,4,1550,220,2961114,19059,312,381,444,653,1381,1909,1456,1355,1365,1579,1561,1572,1533,1087,998,769,443,175,59,19,8,308055,6615,9099,10048,11979,19671,23273,18553,20204,21169,25549,26491,26151,25940,19952,16545,13542,8102,3414,1173,336,249,1298784,0
1822,2701,신월7동 골목시장,서울특별시 양천구 신월동 921-1,37.52271,126.8331,1147010300,1147061100,서울특별시,양천구,신월7동,0,0,1,30,0,0,,0,35,0,8,51,6,1,3,558,75,2872905,20519,469,591,608,780,1210,1448,1237,1407,1423,1563,1685,1920,1895,1555,1046,779,550,253,80,16,4,454251,11923,19629,24815,26057,28947,30827,26399,31421,36236,42757,40430,36065,33204,24347,17183,11410,7127,3594,1341,352,187,1427546,1
1823,2702,신정1동 골목시장,서울특별시 양천구 신정동 1029-1,37.52063,126.8538,1147010100,1147062000,서울특별시,양천구,신정1동,0,0,1,43,0,0,,4,60,2,12,65,5,5,4,803,156,4300720,20949,552,1302,1630,1429,1340,1131,785,1293,1951,2159,1936,1606,1198,989,666,427,285,166,72,25,7,454251,11923,19629,24815,26057,28947,30827,26399,31421,36236,42757,40430,36065,33204,24347,17183,11410,7127,3594,1341,352,187,1427546,1
491,523,방천골목시장,서울특별시 강북구 미아동 52-59,37.61274,127.0329,1130510100,1130554500,서울특별시,강북구,송중동,0,0,1,55,0,0,,3,57,1,12,67,7,4,1,1052,158,3435852,30353,716,843,970,1091,1908,2361,2006,2116,2138,2464,2574,2626,2554,2015,1519,1310,704,286,88,34,30,308055,6615,9099,10048,11979,19671,23273,18553,20204,21169,25549,26491,26151,25940,19952,16545,13542,8102,3414,1173,336,249,1298784,0
1435,1987,진흥종합시장,인천광역시 부평구 부평동 252-52,37.49695,126.7257,2823710100,2823754000,인천광역시,부평구,부평4동,0,0,1,62,1,1,42,1,79,3,11,159,3,4,4,1720,403,2963158,36696,1256,1287,1140,1270,2259,3625,3250,3295,2839,2812,3077,3055,2659,1697,1266,883,607,287,92,26,14,494962,13968,18937,20288,22922,31764,38421,32231,35205,36201,41215,44709,45445,40232,25776,18120,13267,9161,4779,1700,418,203,1337842,1
1324,1743,흥국상가,전라남도 여수시 신기동 59-1,34.76201,127.6693,4613013300,4613079000,전라남도,여수시,시전동,0,0,1,268,0,0,2,1,39,0,3,35,4,3,2,708,118,622593,37425,2160,2506,2246,2294,2470,2179,2434,3244,3153,3382,3333,2786,2052,1259,804,465,378,175,90,13,2,280242,8793,12149,12448,13964,17595,16124,13516,17510,19365,22550,24216,24305,23120,17672,14242,10292,7103,3566,1302,305,105,1292967,0
1376,1828,모래내시장(전주),전라북도 전주시 덕진구 인후동2가 202-77,35.83344,127.1437,4511310400,4511355000,전라북도,전주시 덕진구,인후2동,0,0,1,224,1,1,51,0,43,0,11,27,1,6,0,398,74,619322,11459,251,308,316,436,754,812,650,668,692,792,955,932,974,923,745,625,396,170,41,13,6,317714,11805,17566,17742,17802,22431,21036,18420,23497,25798,27848,26100,22847,20167,14279,11679,8483,5938,3003,990,204,79,1280338,1
1821,2700,신월6동 골목시장,서울특별시 양천구 신월동 575-8,37.51772,126.8426,1147010300,1147061000,서울특별시,양천구,신월6동,0,0,1,61,0,0,,1,39,1,16,52,6,1,3,548,92,2872905,13748,736,710,576,665,756,848,1163,1423,1068,1090,1076,957,951,696,460,308,151,63,32,8,11,454251,11923,19629,24815,26057,28947,30827,26399,31421,36236,42757,40430,36065,33204,24347,17183,11410,7127,3594,1341,352,187,1427546,1
1824,2703,신정2동 골목시장,서울특별시 양천구 신정동 127-19,37.52095,126.8766,1147010100,1147063000,서울특별시,양천구,신정2동,0,0,1,66,0,0,,4,63,2,13,59,2,13,0,840,202,4300720,20047,344,971,1473,1494,1411,1180,759,1052,1653,2160,1964,1657,1367,895,644,470,301,163,55,18,16,454251,11923,19629,24815,26057,28947,30827,26399,31421,36236,42757,40430,36065,33204,24347,17183,11410,7127,3594,1341,352,187,1427546,1
1595,2312,상도전통시장,서울특별시 동작구 상도동 464-33,37.49968,126.9515,1159010200,1159053000,서울특별시,동작구,상도제1동,0,0,1,86,1,0,,5,19,2,11,68,2,4,5,552,136,4164788,45139,1262,1657,1577,1626,4858,4986,3120,3187,3201,3368,3259,3094,3075,2203,1761,1342,875,430,170,49,39,391220,10942,13622,13111,14710,27603,38942,31789,30307,28722,30190,29702,28641,28011,21151,17066,12689,8108,3787,1432,382,313,1403742,1
325,339,한산시장,,36.0848,126.805,4477034021,4477034000,충청남도,서천군,한산면,1,0,0,16,1,1,95,1,3,0,3,1,1,2,2,32,7,160796,2540,22,41,37,73,72,66,40,70,89,136,176,196,276,246,252,264,261,154,57,9,3,51866,913,1393,1550,1937,2086,1791,1510,1955,2494,3350,3872,4631,5396,4836,4292,3745,3278,1962,701,130,44,1371423,0
324,338,판교시장,,36.15485,126.6896,4477038029,4477038000,충청남도,서천군,판교면,1,0,0,18,1,1,90,1,1,0,2,0,1,0,9,14,0,41388,2135,15,24,30,38,47,44,40,51,53,93,135,206,256,280,244,181,210,132,43,10,3,51866,913,1393,1550,1937,2086,1791,1510,1955,2494,3350,3872,4631,5396,4836,4292,3745,3278,1962,701,130,44,1371423,0
329,343,청양특화시장,,36.4489,126.7988,4479025021,4479025000,충청남도,청양군,청양읍,1,0,0,18,1,1,18,2,19,0,5,12,3,7,2,164,32,563283,10023,256,391,415,582,729,523,424,490,565,689,806,881,871,681,554,435,388,229,91,16,7,30948,508,761,860,1196,1530,1127,983,1104,1287,1833,2306,3006,3388,2771,2367,2147,2028,1276,385,66,19,1226623,0
326,340,비인시장,,36.13942,126.6038,4477040021,4477040000,충청남도,서천군,비인면,1,0,0,48,1,1,95,1,1,0,2,0,1,0,6,13,1,51753,2950,21,30,38,62,104,97,76,74,87,154,220,320,370,332,311,252,205,130,48,15,4,51866,913,1393,1550,1937,2086,1791,1510,1955,2494,3350,3872,4631,5396,4836,4292,3745,3278,1962,701,130,44,1371423,0
